@@@@@@@@@@@ vid 273, ts: 1694078534000 | [AELJ] :-2147483645 | [APVN] :-2147483647 | [AXXB] :ME%o;wocIskYskM;,A(6%/;Q;o2AwAIoQk=6YQ6 | [BJSS] :-2147483647 | [BRMN] :144571.381036 | [BYQH] :1486224 | [CJMA] :7135762 | [CMGV] :4 | [CTEI] :6 | [CTYC] :-71324942 | [DEKG] :-3179 | [DHJE] :44560386 | [EVXL] :-1 | [EXAS] :-10233 | [FPFF] :4810 | [GDFW] :8 | [HQBX] :-2147483646 | [IJKG] :-4455527 | [IYMN] :RIGHT | [JENI] :-113627 | [JUFJ] :16281.691316 | [JUMF] :457358 | [JXOS] :-7125133 | [JYXY] :4736295 | [KSSM] :-884190.413058 | [MJBX] :-907965 | [MQXF] :13507793 | [MXVL] :-31054 | [OCCI] :424412 | [OGOM] :-2429 | [OKTM] :0 | [PLNE] :889547 | [QCBJ] :]E | [QYZI] :SUCCESS | [RHCS] :6072 | [RJUR] :x | [RNSE] :25178 | [RXBA] :-709266 | [SBNJ] :66028652.916827 | [SCSF] :-24223 | [SGMS] :93731.358863 | [SUTP] :4&yOqSWCeueW[WKK4CS\a#C#W'-[GuSOO[qei\0Kmy\a\0-SymiGeW'GeiSOmWeG#e[4SG.[O-ui&'CaGiO80\Cu-q#u&mqyK.8O | [UPNT] :-57429 | [VDIK] :S | [VEOD] :7305298.162771 | [VHQI] :8918139.519503 | [VKYF] :2577 | [VOTU] :26831.316698 | [VRCM] :86207 | [VZWB] :-2692 | [WLZH] :5769.778077 | [WVKX] :8819 | [WZVQ] :wEM(]%/E%Qc/6!; | [XZGR] :2 | [YCFN] :!g2s,;,c;]UEM=!;/QoEw;kgccE6so | [YGOI] :-2147483645 | [YHSA] :8902454 | [YQGL] :25661.638499 | [YVEN] :14796 | [ZXTE] :33038 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078558000 | [AELJ] :-2147483647 | [APVN] :-2147483646 | [AXXB] :kcg;,]oE=ckAwo(sIwM6Ik!w2/sIY2=;wII | [BJSS] :-2147483646 | [BRMN] :144579.029397 | [BYQH] :1010320 | [CJMA] :7610855 | [CMGV] :5 | [CTEI] :7 | [CTYC] :-76075874 | [DEKG] :-3238 | [DHJE] :47529719 | [EVXL] :-1 | [EXAS] :-9936 | [FPFF] :5906 | [GDFW] :9 | [HQBX] :-2147483645 | [IJKG] :-4752460 | [IYMN] :RIGHT | [JENI] :-119566 | [JUFJ] :16283.412932 | [JUMF] :487051 | [JXOS] :-7600226 | [JYXY] :4260391 | [KSSM] :-943577.065172 | [MJBX] :-967351 | [MQXF] :49031889 | [MXVL] :-31648 | [OCCI] :454105 | [OGOM] :-2370 | [OKTM] :-1 | [PLNE] :948933 | [QCBJ] :Yc | [QYZI] :SUCCESS | [RHCS] :6073 | [RJUR] :x | [RNSE] :24274 | [RXBA] :-756775 | [SBNJ] :66033565.644649 | [SCSF] :-27193 | [SGMS] :99670.024075 | [SUTP] :CO4quiW4'eeyO0qmS#0O8yi'uCKG8W'qui&SWmC#yyySeCSy0Cq#\.uu-\yS-CqG#C4eOmaOKKa&e-S[8'8-ye[qmu8i\ym.4iG\ | [UPNT] :-62180 | [VDIK] :q | [VEOD] :7305789.435553 | [VHQI] :9512006.040644 | [VKYF] :2673 | [VOTU] :26837.255364 | [VRCM] :90958 | [VZWB] :1404 | [WLZH] :5769.827204 | [WVKX] :12915 | [WZVQ] :,c(U;E/6o]c%w%! | [XZGR] :3 | [YCFN] :IsU,/U,EE!ggc]c6MM=EQc;]%M,%Uc | [YGOI] :-2147483647 | [YHSA] :4426550 | [YQGL] :25067.771978 | [YVEN] :18892 | [ZXTE] :33632 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078560000 | [AELJ] :-2147483645 | [APVN] :-2147483645 | [AXXB] :]sY%k,sUks,=Mk6;(UEA,%Y2(IYY,2s/UsYM=kk | [BJSS] :-2147483647 | [BRMN] :144579.155581 | [BYQH] :959376 | [CJMA] :7673668 | [CMGV] :4 | [CTEI] :9 | [CTYC] :-76704010 | [DEKG] :-3246 | [DHJE] :47922304 | [EVXL] :-1 | [EXAS] :-9897 | [FPFF] :5962 | [GDFW] :2 | [HQBX] :-2147483646 | [IJKG] :-4791719 | [IYMN] :RIGHT | [JENI] :-120351 | [JUFJ] :16283.441336 | [JUMF] :490977 | [JXOS] :-7663039 | [JYXY] :2193095 | [KSSM] :-951428.771034 | [MJBX] :-975203 | [MQXF] :964593 | [MXVL] :-31726 | [OCCI] :458031 | [OGOM] :-2362 | [OKTM] :0 | [PLNE] :956785 | [QCBJ] :As | [QYZI] :SUCCESS | [RHCS] :6073 | [RJUR] :x | [RNSE] :23330 | [RXBA] :-763056 | [SBNJ] :66033646.696201 | [SCSF] :-27585 | [SGMS] :100455.194661 | [SUTP] :e4iaKqa-uu\-4W4KOWSiu\.yK#&WeWC#S''[GWeCWGKqieay'qaqW[a&G00aSSCG-m'K-&\K'q\.[uKS#C#OC8[uKmGOqi\GK.im | [UPNT] :-62808 | [VDIK] :' | [VEOD] :7305797.540709 | [VHQI] :9590523.099265 | [VKYF] :3729 | [VOTU] :26838.040534 | [VRCM] :91586 | [VZWB] :460 | [WLZH] :5769.828015 | [WVKX] :11971 | [WZVQ] :!s!Eg]Q=Qc]wM!k | [XZGR] :2 | [YCFN] :k,M(oc/g6]E2s=Q;=!%YQ6(s;wA;;Q | [YGOI] :-2147483645 | [YHSA] :8875606 | [YQGL] :24989.254919 | [YVEN] :21596 | [ZXTE] :33710 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078559000 | [AELJ] :-2147483647 | [APVN] :-2147483646 | [AXXB] :M2k//Y,;!s!6,=,c!cU//(;k!EkM6kE]sg; | [BJSS] :-2147483646 | [BRMN] :144579.309344 | [BYQH] :896560 | [CJMA] :7641818 | [CMGV] :3 | [CTEI] :4 | [CTYC] :-76385506 | [DEKG] :-3242 | [DHJE] :47723239 | [EVXL] :-1 | [EXAS] :-9917 | [FPFF] :6146 | [GDFW] :6 | [HQBX] :-2147483645 | [IJKG] :-4771812 | [IYMN] :RIGHT | [JENI] :-119953 | [JUFJ] :16283.475947 | [JUMF] :488987 | [JXOS] :-7631189 | [JYXY] :4146631 | [KSSM] :-947447.463612 | [MJBX] :-971222 | [MQXF] :40401777 | [MXVL] :-31687 | [OCCI] :456041 | [OGOM] :-2366 | [OKTM] :-1 | [PLNE] :952804 | [QCBJ] :]2 | [QYZI] :SUCCESS | [RHCS] :6073 | [RJUR] :x | [RNSE] :25514 | [RXBA] :-759871 | [SBNJ] :66033745.461448 | [SCSF] :-27386 | [SGMS] :100057.063919 | [SUTP] :4a8y[-CqGu44muGW-eu-['C-C8CK&eOm&-yq#u0qGe'CW4W8W4WK4.#qWuSquC-'&'4yq.&qaaqKCW[Omimqaq\a.'q-.8yS&W#. | [UPNT] :-62490 | [VDIK] :S | [VEOD] :7305807.417233 | [VHQI] :9550710.025043 | [VKYF] :2913 | [VOTU] :26837.642403 | [VRCM] :91268 | [VZWB] :-2356 | [WLZH] :5769.829002 | [WVKX] :9155 | [WZVQ] :w2=2,Q(scQ2UI,] | [XZGR] :3 | [YCFN] :!EYQ26%Qs]gMogscos;!g!k%I(](2Y | [YGOI] :-2147483647 | [YHSA] :8312790 | [YQGL] :25029.067993 | [YVEN] :15132 | [ZXTE] :33671 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078561000 | [AELJ] :-2147483645 | [APVN] :-2147483645 | [AXXB] :s6U%Y6MA2MI%;]wAs;U,As,%wU=,gwM%U | [BJSS] :-2147483647 | [BRMN] :144577.061728 | [BYQH] :458480 | [CJMA] :7706405 | [CMGV] :5 | [CTEI] :8 | [CTYC] :-77031379 | [DEKG] :-3250 | [DHJE] :48126910 | [EVXL] :-1 | [EXAS] :-9877 | [FPFF] :6066 | [GDFW] :1 | [HQBX] :-2147483646 | [IJKG] :-4812180 | [IYMN] :RIGHT | [JENI] :-120760 | [JUFJ] :16282.970018 | [JUMF] :493023 | [JXOS] :-7695776 | [JYXY] :2208551 | [KSSM] :-955520.878289 | [MJBX] :-979295 | [MQXF] :20980049 | [MXVL] :-31767 | [OCCI] :460077 | [OGOM] :-2358 | [OKTM] :1 | [PLNE] :960877 | [QCBJ] :g6 | [QYZI] :SUCCESS | [RHCS] :6073 | [RJUR] :x | [RNSE] :27434 | [RXBA] :-766330 | [SBNJ] :66032301.763323 | [SCSF] :-27790 | [SGMS] :100864.405386 | [SUTP] :[eeaK\-0#\C#iyu-CGu&m'G.\[O'q&WaeWC0aK[0eu'SyuS0i[S\q0yuKa88Kuy\48-S#.yCWa.[&a'C-K.G&yau44\K'Wqy8OeC | [UPNT] :-63136 | [VDIK] :y | [VEOD] :7305663.047421 | [VHQI] :9631444.171814 | [VKYF] :2833 | [VOTU] :26838.449745 | [VRCM] :91914 | [VZWB] :-436 | [WLZH] :5769.814565 | [WVKX] :17427 | [WZVQ] :c6sEUkw2,!AoEM% | [XZGR] :1 | [YCFN] :;=I(oAsAkg(UkYU%!gQsI!o;I,YAc! | [YGOI] :-2147483646 | [YHSA] :6374710 | [YQGL] :24948.333847 | [YVEN] :17052 | [ZXTE] :33751 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078562000 | [AELJ] :-2147483646 | [APVN] :-2147483645 | [AXXB] :AY!,gkI6gEAMAs%!6IQsEEQcs=]%YU= | [BJSS] :-2147483645 | [BRMN] :144577.485228 | [BYQH] :240752 | [CJMA] :7740028 | [CMGV] :5 | [CTEI] :8 | [CTYC] :-77367602 | [DEKG] :-3254 | [DHJE] :48337049 | [EVXL] :-1 | [EXAS] :-9856 | [FPFF] :4338 | [GDFW] :1 | [HQBX] :-2147483647 | [IJKG] :-4833193 | [IYMN] :RIGHT | [JENI] :-121181 | [JUFJ] :16283.065346 | [JUMF] :495125 | [JXOS] :-7729399 | [JYXY] :1990823 | [KSSM] :-959723.673189 | [MJBX] :-983498 | [MQXF] :12245969 | [MXVL] :-31809 | [OCCI] :462179 | [OGOM] :-2354 | [OKTM] :1 | [PLNE] :965080 | [QCBJ] :%Y | [QYZI] :SUCCESS | [RHCS] :6073 | [RJUR] :x | [RNSE] :24706 | [RXBA] :-769692 | [SBNJ] :66032573.787563 | [SCSF] :-28000 | [SGMS] :101284.684877 | [SUTP] :S.8u'Gq'&-uK'4#q&K4a4e\yymS#8O'[WuqKyme-4O-CW'e'C#W--0aO[u44#\my[-#0SqueWqmO-#GymCa0K-\a\[W&.-C&K8'& | [UPNT] :-63472 | [VDIK] :G | [VEOD] :7305690.249845 | [VHQI] :9673472.120817 | [VKYF] :3105 | [VOTU] :26838.870024 | [VRCM] :92250 | [VZWB] :1836 | [WLZH] :5769.817286 | [WVKX] :13347 | [WZVQ] :kY=Yc26,M2s]%(s | [XZGR] :1 | [YCFN] :Y%YM!(262M!sU;/!kY];M=!6Ew2UU, | [YGOI] :-2147483646 | [YHSA] :156982 | [YQGL] :24906.305898 | [YVEN] :19324 | [ZXTE] :33793 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078563000 | [AELJ] :-2147483647 | [APVN] :-2147483647 | [AXXB] :w]2AU=M,ks2w,o%oc;%cQE/QI(Uc(cckks(g | [BJSS] :-2147483646 | [BRMN] :144578.044413 | [BYQH] :999792 | [CJMA] :7774535 | [CMGV] :2 | [CTEI] :9 | [CTYC] :-77712672 | [DEKG] :-3259 | [DHJE] :48552718 | [EVXL] :-1 | [EXAS] :-9834 | [FPFF] :4378 | [GDFW] :2 | [HQBX] :-2147483645 | [IJKG] :-4854760 | [IYMN] :RIGHT | [JENI] :-121612 | [JUFJ] :16283.191216 | [JUMF] :497281 | [JXOS] :-7763906 | [JYXY] :1249863 | [KSSM] :-964037.040514 | [MJBX] :-987811 | [MQXF] :32021361 | [MXVL] :-31853 | [OCCI] :464335 | [OGOM] :-2349 | [OKTM] :0 | [PLNE] :969393 | [QCBJ] :k] | [QYZI] :SUCCESS | [RHCS] :6073 | [RJUR] :x | [RNSE] :23746 | [RXBA] :-773143 | [SBNJ] :66032932.965452 | [SCSF] :-28216 | [SGMS] :101716.021609 | [SUTP] :\ym0-eu8u8Wum0#8m'\[&eK#ai#a\.0KiGmeS4qS-O#a[qSmG.W4qy&.48mSS4'#.muGayyWum4K0W4e8y#ua0-O8#C0ma4ae4#e | [UPNT] :-63817 | [VDIK] :C | [VEOD] :7305726.167634 | [VHQI] :9716605.794058 | [VKYF] :4145 | [VOTU] :26839.301361 | [VRCM] :92595 | [VZWB] :876 | [WLZH] :5769.820877 | [WVKX] :8739 | [WZVQ] :g]A;Q%!wQQU!,As | [XZGR] :2 | [YCFN] :,cQEYQs,6]/c%MYoggk%/wsggswIAQ | [YGOI] :-2147483645 | [YHSA] :7416022 | [YQGL] :24863.172224 | [YVEN] :18364 | [ZXTE] :33837 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078564000 | [AELJ] :-2147483645 | [APVN] :-2147483647 | [AXXB] :E(sUcA=A2kU,EgskQ,kA,;,(EgY=wAMU2; | [BJSS] :-2147483647 | [BRMN] :144578.180247 | [BYQH] :782064 | [CJMA] :7809925 | [CMGV] :4 | [CTEI] :9 | [CTYC] :-78066578 | [DEKG] :-3263 | [DHJE] :48773909 | [EVXL] :-1 | [EXAS] :-9812 | [FPFF] :5650 | [GDFW] :2 | [HQBX] :-2147483646 | [IJKG] :-4876879 | [IYMN] :RIGHT | [JENI] :-122054 | [JUFJ] :16283.221792 | [JUMF] :499493 | [JXOS] :-7799296 | [JYXY] :1032135 | [KSSM] :-968460.862008 | [MJBX] :-992235 | [MQXF] :25803633 | [MXVL] :-31897 | [OCCI] :466547 | [OGOM] :-2345 | [OKTM] :0 | [PLNE] :973817 | [QCBJ] :(( | [QYZI] :SUCCESS | [RHCS] :6073 | [RJUR] :x | [RNSE] :26018 | [RXBA] :-776682 | [SBNJ] :66033020.215293 | [SCSF] :-28437 | [SGMS] :102158.403758 | [SUTP] :W4&-CWq0#0O'W'q40.yWu4GO.K&-GuW-0eaC&'.#G80[i\SS0K0WGySqe\WO-y-WqymO-e8yuC-a4uSOa4&O8ii-''K'q#CS-[0S | [UPNT] :-64171 | [VDIK] :K | [VEOD] :7305734.892618 | [VHQI] :9760844.009006 | [VKYF] :4417 | [VOTU] :26839.743743 | [VRCM] :92949 | [VZWB] :-6852 | [WLZH] :5769.821750 | [WVKX] :14659 | [WZVQ] :o(;k/(62,IMI(6! | [XZGR] :2 | [YCFN] :2,6/g,2Ak(;%Y(ckUkU/cIoIQ,Ao(% | [YGOI] :-2147483645 | [YHSA] :1198294 | [YQGL] :24818.934009 | [YVEN] :20636 | [ZXTE] :33881 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078565000 | [AELJ] :-2147483647 | [APVN] :-2147483647 | [AXXB] :Y2/sg,]/sQIE2g6]UUsYIc==wowAsIcA6M%kMY | [BJSS] :-2147483646 | [BRMN] :144585.292253 | [BYQH] :131344 | [CJMA] :7846198 | [CMGV] :2 | [CTEI] :1 | [CTYC] :-78429310 | [DEKG] :-3268 | [DHJE] :49000617 | [EVXL] :-1 | [EXAS] :-9789 | [FPFF] :5578 | [GDFW] :3 | [HQBX] :-2147483645 | [IJKG] :-4899550 | [IYMN] :RIGHT | [JENI] :-122508 | [JUFJ] :16284.822677 | [JUMF] :501760 | [JXOS] :-7835569 | [JYXY] :2865063 | [KSSM] :-972995.016392 | [MJBX] :-996769 | [MQXF] :9636561 | [MXVL] :-31942 | [OCCI] :468814 | [OGOM] :-2340 | [OKTM] :0 | [PLNE] :978351 | [QCBJ] :/2 | [QYZI] :SUCCESS | [RHCS] :6073 | [RJUR] :x | [RNSE] :23946 | [RXBA] :-780309 | [SBNJ] :66037588.429566 | [SCSF] :-28664 | [SGMS] :102611.819197 | [SUTP] :&aWS'q8yC'CCu'4G4W'G8&uSCS\[CC0aqmii..a#Cy8'[e4'Su-ia-qCGu#.yWG-#44C[4'#q&q''#.#a[qaq#ym[8#Sy[eGOmim | [UPNT] :-64534 | [VDIK] :4 | [VEOD] :7306191.714045 | [VHQI] :9806185.552846 | [VKYF] :3697 | [VOTU] :26840.197159 | [VRCM] :93312 | [VZWB] :-3924 | [WLZH] :5769.867432 | [WVKX] :13939 | [WZVQ] :,2!=cMkAY%A(c6k | [XZGR] :3 | [YCFN] :=EMw!26Y%kEk=(Q]/!2w;,cMIc/6%w | [YGOI] :-2147483645 | [YHSA] :7547574 | [YQGL] :24773.592465 | [YVEN] :23564 | [ZXTE] :33926 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078566000 | [AELJ] :-2147483646 | [APVN] :-2147483646 | [AXXB] :%%];(s!(UYw;2k6EAsM62g(6M!2k/U]!YMkEY | [BJSS] :-2147483645 | [BRMN] :144584.869051 | [BYQH] :1286384 | [CJMA] :7883353 | [CMGV] :2 | [CTEI] :5 | [CTYC] :-78800859 | [DEKG] :-3272 | [DHJE] :49232835 | [EVXL] :-1 | [EXAS] :-9766 | [FPFF] :5970 | [GDFW] :7 | [HQBX] :-2147483647 | [IJKG] :-4922772 | [IYMN] :RIGHT | [JENI] :-122972 | [JUFJ] :16284.727416 | [JUMF] :504083 | [JXOS] :-7872724 | [JYXY] :2520103 | [KSSM] :-977639.379359 | [MJBX] :-1001414 | [MQXF] :27291601 | [MXVL] :-31989 | [OCCI] :471137 | [OGOM] :-2336 | [OKTM] :1 | [PLNE] :982996 | [QCBJ] :o% | [QYZI] :SUCCESS | [RHCS] :6073 | [RJUR] :x | [RNSE] :25338 | [RXBA] :-784025 | [SBNJ] :66037316.596346 | [SCSF] :-28896 | [SGMS] :103076.255494 | [SUTP] :'0K44OSeqaq\-W4[.u0O\uq\SO-8iO..W0S&iKeCq[O4iOu[-aCS\-#C\a&#W-0.-SWS[uqmq-\&a\q4yyO#miuq##Om08iq#CiK | [UPNT] :-64905 | [VDIK] :- | [VEOD] :7306164.530723 | [VHQI] :9852629.182517 | [VKYF] :2737 | [VOTU] :26840.661595 | [VRCM] :93683 | [VZWB] :-2532 | [WLZH] :5769.864714 | [WVKX] :8979 | [WZVQ] :Y%Y,%!,g]=o(c!k | [XZGR] :1 | [YCFN] :/;AII]Q(css!==QEEI=Ek//=YYEQ,, | [YGOI] :-2147483646 | [YHSA] :5202614 | [YQGL] :24727.148836 | [YVEN] :18604 | [ZXTE] :33973 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078567000 | [AELJ] :-2147483647 | [APVN] :-2147483647 | [AXXB] :MM,]o/6M%2]=wIEoEok!EA]]s,!/IkcEo(I/s!= | [BJSS] :-2147483646 | [BRMN] :144585.148998 | [BYQH] :688432 | [CJMA] :7921389 | [CMGV] :5 | [CTEI] :7 | [CTYC] :-79181214 | [DEKG] :-3277 | [DHJE] :49470557 | [EVXL] :-1 | [EXAS] :-9742 | [FPFF] :5018 | [GDFW] :9 | [HQBX] :-2147483645 | [IJKG] :-4946544 | [IYMN] :RIGHT | [JENI] :-123448 | [JUFJ] :16284.790431 | [JUMF] :506460 | [JXOS] :-7910760 | [JYXY] :3422151 | [KSSM] :-982393.823582 | [MJBX] :-1006168 | [MQXF] :22193649 | [MXVL] :-32036 | [OCCI] :473514 | [OGOM] :-2331 | [OKTM] :-1 | [PLNE] :987750 | [QCBJ] :]M | [QYZI] :SUCCESS | [RHCS] :6073 | [RJUR] :x | [RNSE] :26034 | [RXBA] :-787829 | [SBNJ] :66037496.413133 | [SCSF] :-29134 | [SGMS] :103551.699916 | [SUTP] :4[SmO8a#[e--O-C8aq[Sqayiy#\WSem4m'&.&i&KCa[W-CSqq0.KO\q0a-K&..iCq[.&CqeOiOeaqyOyOuSy.KiKeGW#'qya\a0S | [UPNT] :-65286 | [VDIK] :S | [VEOD] :7306182.512402 | [VHQI] :9900173.624745 | [VKYF] :2785 | [VOTU] :26841.137039 | [VRCM] :94064 | [VZWB] :-484 | [WLZH] :5769.866512 | [WVKX] :11027 | [WZVQ] :wMgQk;Q%g](!!,= | [XZGR] :3 | [YCFN] :!2=;sgMMwww2QgooIEU,MsgQE=MEEY | [YGOI] :-2147483645 | [YHSA] :104662 | [YQGL] :24679.604394 | [YVEN] :20652 | [ZXTE] :34020 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078568000 | [AELJ] :-2147483646 | [APVN] :-2147483646 | [AXXB] :;,M/2,Q]%EMA=Q=;k(6wUUg%Qs;!g;6o2;%]; | [BJSS] :-2147483645 | [BRMN] :144587.792914 | [BYQH] :962320 | [CJMA] :7960304 | [CMGV] :5 | [CTEI] :7 | [CTYC] :-79570366 | [DEKG] :-3282 | [DHJE] :49713777 | [EVXL] :-1 | [EXAS] :-9718 | [FPFF] :5906 | [GDFW] :9 | [HQBX] :-2147483647 | [IJKG] :-4970866 | [IYMN] :RIGHT | [JENI] :-123934 | [JUFJ] :16285.385566 | [JUMF] :508892 | [JXOS] :-7949675 | [JYXY] :2712391 | [KSSM] :-987258.218715 | [MJBX] :-1011032 | [MQXF] :15483889 | [MXVL] :-32085 | [OCCI] :475946 | [OGOM] :-2326 | [OKTM] :-1 | [PLNE] :992614 | [QCBJ] :(, | [QYZI] :SUCCESS | [RHCS] :6073 | [RJUR] :x | [RNSE] :26274 | [RXBA] :-791720 | [SBNJ] :66039194.664769 | [SCSF] :-29377 | [SGMS] :104038.139429 | [SUTP] :WG.#Oqym[-Gya\-Ku--e-uS.W.i8q[qO0ei[O\y0qu4&.i0WqWSaa8G'KyWG.qOS840K8[-[-qO\G-i#q0.KOuqyW8W#q\am-'K. | [UPNT] :-65675 | [VDIK] :. | [VEOD] :7306352.337565 | [VHQI] :9948817.576074 | [VKYF] :2673 | [VOTU] :26841.623479 | [VRCM] :94453 | [VZWB] :-6596 | [WLZH] :5769.883494 | [WVKX] :11267 | [WZVQ] :%,kcY]%og2E%wcA | [XZGR] :3 | [YCFN] :2k]Qs2wMw/Igcog;2,c,cMAE2g6Qc( | [YGOI] :-2147483647 | [YHSA] :878550 | [YQGL] :24630.960442 | [YVEN] :20892 | [ZXTE] :34069 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078569000 | [AELJ] :-2147483647 | [APVN] :-2147483647 | [AXXB] :!=,/2s!6s/]sAs]AYoI;MYcMIEogsY]Q2UY2/EkM | [BJSS] :-2147483646 | [BRMN] :144583.470779 | [BYQH] :977776 | [CJMA] :8000098 | [CMGV] :4 | [CTEI] :4 | [CTYC] :-79968303 | [DEKG] :-3287 | [DHJE] :49962487 | [EVXL] :-1 | [EXAS] :-9693 | [FPFF] :6362 | [GDFW] :6 | [HQBX] :-2147483645 | [IJKG] :-4995737 | [IYMN] :RIGHT | [JENI] :-124432 | [JUFJ] :16284.412670 | [JUMF] :511379 | [JXOS] :-7989469 | [JYXY] :2211495 | [KSSM] :-992232.431398 | [MJBX] :-1016007 | [MQXF] :32982993 | [MXVL] :-32135 | [OCCI] :478433 | [OGOM] :-2321 | [OKTM] :-1 | [PLNE] :997589 | [QCBJ] :kI | [QYZI] :SUCCESS | [RHCS] :6073 | [RJUR] :x | [RNSE] :26730 | [RXBA] :-795699 | [SBNJ] :66036418.452076 | [SCSF] :-29626 | [SGMS] :104535.560697 | [SUTP] :\uS#\\e'CO-q'4[-8qW###Oia8GeCeKqmuS0iCe[mi0S0[e[GqK#8K4K\y4O\GKOS0OSaSq&KOWqy04i#8uC\K'#q0eu'CCSeKG0 | [UPNT] :-66073 | [VDIK] :& | [VEOD] :7306074.716296 | [VHQI] :9998559.702906 | [VKYF] :4129 | [VOTU] :26842.120900 | [VRCM] :94851 | [VZWB] :-1140 | [WLZH] :5769.855732 | [WVKX] :10371 | [WZVQ] :UIgcYkU,Yw(6%(E | [XZGR] :3 | [YCFN] :,Y=Q6AQ6%6=/U;!AcE(2,Qwcg(;]%/ | [YGOI] :-2147483647 | [YHSA] :894006 | [YQGL] :24581.218315 | [YVEN] :19996 | [ZXTE] :34119 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078570000 | [AELJ] :-2147483646 | [APVN] :-2147483646 | [AXXB] :k/(Q(%%o6Y;gc]s]%M]Aw%!=2QYYg;,2Qw6]A | [BJSS] :-2147483645 | [BRMN] :144583.894278 | [BYQH] :1299472 | [CJMA] :8040769 | [CMGV] :2 | [CTEI] :1 | [CTYC] :-80375015 | [DEKG] :-3292 | [DHJE] :50216682 | [EVXL] :-1 | [EXAS] :-9668 | [FPFF] :4058 | [GDFW] :1 | [HQBX] :-2147483647 | [IJKG] :-5021157 | [IYMN] :RIGHT | [JENI] :-124940 | [JUFJ] :16284.507998 | [JUMF] :513921 | [JXOS] :-8030140 | [JYXY] :4549543 | [KSSM] :-997316.325261 | [MJBX] :-1021091 | [MQXF] :23321041 | [MXVL] :-32185 | [OCCI] :480975 | [OGOM] :-2316 | [OKTM] :-1 | [PLNE] :1002673 | [QCBJ] :// | [QYZI] :SUCCESS | [RHCS] :6074 | [RJUR] :x | [RNSE] :23426 | [RXBA] :-799767 | [SBNJ] :66036690.476353 | [SCSF] :-29880 | [SGMS] :105043.950084 | [SUTP] :&KC&e.iOC0[euyqGK\0iWOie8u&Wq[eCOKay[i#eKqmiy#[S4Guu#CWKOy4auy0mWmKu4'qSiCGuiSau-0m-C&y0[yKme4qaa4S4 | [UPNT] :-66479 | [VDIK] :q | [VEOD] :7306101.918724 | [VHQI] :10049398.641535 | [VKYF] :3825 | [VOTU] :26842.629290 | [VRCM] :95257 | [VZWB] :556 | [WLZH] :5769.858452 | [WVKX] :8419 | [WZVQ] :,Y;g%6YQ/==UcM! | [XZGR] :1 | [YCFN] :=%6U=IUoosAM=YcA(2=/(s;M%EA;c( | [YGOI] :-2147483647 | [YHSA] :1232054 | [YQGL] :24530.379377 | [YVEN] :18044 | [ZXTE] :34169 | @@@@@@@@@@@@
