m[INFO] 2023-11-08 14:15:51.440606 InternalColumnArr.h:458: [INTERGER col SYMN], min: -38694403, max: -38679362, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.602507 InternalColumnArr.h:458: [INTERGER col MLBY], min: -61887877, max: -61863699, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.602522 InternalColumnArr.h:458: [INTERGER col MUBC], min: -2147483647, max: -2147483645, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.602532 InternalColumnArr.h:458: [INTERGER col NXCR], min: 3882153, max: 3883665, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.602651 InternalColumnArr.h:458: [INTERGER col OZSM], min: 386797616, max: 386948732, diff_cnt: 12
m[INFO] 2023-11-08 14:15:51.602659 InternalColumnArr.h:458: [INTERGER col PQRQ], min: 61911164, max: 61935342, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.602674 InternalColumnArr.h:496: [DOUBLE col SBXA], min: -72419.092086, max: -72388.868995, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.602704 InternalColumnArr.h:458: [INTERGER col SYMN], min: -38694387, max: -38679276, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.602718 InternalColumnArr.h:496: [DOUBLE col TEDW], min: 67072491.291179, max: 67484000.687868, diff_cnt: 51
m[INFO] 2023-11-08 14:15:51.602734 InternalColumnArr.h:458: [INTERGER col TFGW], min: -2147483647, max: -2147483645, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.602743 InternalColumnArr.h:458: [INTERGER col UAPJ], min: -6210350, max: -6207932, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.602766 InternalColumnArr.h:458: [INTERGER col UICP], min: -619102843, max: -618861058, diff_cnt: 15
m[INFO] 2023-11-08 14:15:51.602775 InternalColumnArr.h:496: [DOUBLE col UVGJ], min: 15254.321027, max: 15398.530380, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.602828 InternalColumnArr.h:458: [INTERGER col WKUZ], min: -1, max: -1, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.602832 InternalColumnArr.h:458: [INTERGER col WLYQ], min: -87617, max: -87587, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.602840 InternalColumnArr.h:458: [INTERGER col WNHB], min: -22499, max: -12675, diff_cnt: 92
m[INFO] 2023-11-08 14:15:51.602855 InternalColumnArr.h:458: [INTERGER col XCDQ], min: -601007, max: -600765, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.602865 InternalColumnArr.h:496: [DOUBLE col XRTP], min: 77371455.210759, max: 77401678.301806, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.602903 InternalColumnArr.h:458: [INTERGER col YCTI], min: 1, max: 5, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.602912 InternalColumnArr.h:458: [INTERGER col YDXB], min: -7726890, max: -7723867, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.602935 InternalColumnArr.h:496: [DOUBLE col ZIKG], min: 9804.792582, max: 9808.907676, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.602946 InternalColumnArr.h:458: [INTERGER col ZTGP], min: 55259, max: 55274, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.602951 InternalColumnArr.h:458: [INTERGER col ZZBE], min: -24665, max: -14681, diff_cnt: 77
m[INFO] 2023-11-08 14:15:51.603001 InternalColumnArr.h:458: [INTERGER col AOAO], min: -2147483647, max: -2147483645, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.603011 InternalColumnArr.h:458: [INTERGER col BBPX], min: 1, max: 9, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.603021 InternalColumnArr.h:496: [DOUBLE col BDPO], min: 797839.469142, max: 798141.700282, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.603030 InternalColumnArr.h:458: [INTERGER col BTJH], min: 3891465, max: 3892977, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.603041 InternalColumnArr.h:458: [INTERGER col BZPV], min: 371493, max: 49924837, diff_cnt: 256
m[INFO] 2023-11-08 14:15:51.603051 InternalColumnArr.h:458: [INTERGER col CSRC], min: 2464, max: 9984320, diff_cnt: 256
m[INFO] 2023-11-08 14:15:51.603056 InternalColumnArr.h:458: [INTERGER col DSKQ], min: -9239, max: -9236, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.603061 InternalColumnArr.h:458: [INTERGER col ENVH], min: 17602, max: 1507394, diff_cnt: 255
m[INFO] 2023-11-08 14:15:51.603073 InternalColumnArr.h:458: [INTERGER col EQLU], min: -751533, max: -751230, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.603082 InternalColumnArr.h:458: [INTERGER col EXGV], min: -2147483647, max: -2147483645, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.603106 InternalColumnArr.h:496: [DOUBLE col FQTH], min: -7705162.361938, max: -7702140.050541, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.603134 InternalColumnArr.h:496: [DOUBLE col FWKW], min: 20702.622816, max: 20702.925047, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.603265 InternalColumnArr.h:458: [INTERGER col GMNR], min: -399758, max: -399607, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.603275 InternalColumnArr.h:458: [INTERGER col GMVS], min: 12448, max: 12448, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.603278 InternalColumnArr.h:458: [INTERGER col GONE], min: -19587, max: 5962237, diff_cnt: 256
m[INFO] 2023-11-08 14:15:51.603331 InternalColumnArr.h:458: [INTERGER col HJPZ], min: -17914, max: -12938, diff_cnt: 6
m[INFO] 2023-11-08 14:15:51.603345 InternalColumnArr.h:458: [INTERGER col HRXI], min: 1, max: 9, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.603354 InternalColumnArr.h:458: [INTERGER col JCGU], min: -2147483647, max: -2147483645, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.603363 InternalColumnArr.h:458: [INTERGER col JDOE], min: -7613, max: -5661, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.603378 InternalColumnArr.h:458: [INTERGER col JHET], min: 1, max: 3, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.603386 InternalColumnArr.h:458: [INTERGER col JKZL], min: 624117, max: 624359, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.634378 InternalColumnArr.h:458: [INTERGER col KACE], min: 7730134, max: 7733157, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.634412 InternalColumnArr.h:458: [INTERGER col KFGP], min: -17866, max: -8090, diff_cnt: 85
m[INFO] 2023-11-08 14:15:51.634431 InternalColumnArr.h:458: [INTERGER col KWET], min: 17999, max: 20991, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.634448 InternalColumnArr.h:458: [INTERGER col LFZG], min: 91054, max: 91084, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.634456 InternalColumnArr.h:458: [INTERGER col LIOS], min: -31828, max: -31825, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.634826 InternalColumnArr.h:496: [DOUBLE col LMLK], min: 3768220.066964, max: 3809216.153736, diff_cnt: 2
m[INFO] 2023-11-08 14:15:51.634848 InternalColumnArr.h:496: [DOUBLE col LYLI], min: 128244.320390, max: 128882.566327, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.634864 InternalColumnArr.h:458: [INTERGER col MLBY], min: -61887894, max: -61863715, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.634879 InternalColumnArr.h:458: [INTERGER col MUBC], min: -2147483647, max: -2147483645, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.634887 InternalColumnArr.h:458: [INTERGER col NXCR], min: 3882154, max: 3883666, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635012 InternalColumnArr.h:458: [INTERGER col OZSM], min: 386797720, max: 386948836, diff_cnt: 12
m[INFO] 2023-11-08 14:15:51.635020 InternalColumnArr.h:458: [INTERGER col PQRQ], min: 61911180, max: 61935359, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635034 InternalColumnArr.h:496: [DOUBLE col SBXA], min: -72419.112862, max: -72388.889748, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635065 InternalColumnArr.h:458: [INTERGER col SYMN], min: -38694398, max: -38679286, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635078 InternalColumnArr.h:496: [DOUBLE col TEDW], min: 67073270.446196, max: 67483231.313915, diff_cnt: 54
m[INFO] 2023-11-08 14:15:51.635094 InternalColumnArr.h:458: [INTERGER col TFGW], min: -2147483647, max: -2147483645, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635103 InternalColumnArr.h:458: [INTERGER col UAPJ], min: -6210352, max: -6207934, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635126 InternalColumnArr.h:458: [INTERGER col UICP], min: -619103009, max: -618861224, diff_cnt: 15
m[INFO] 2023-11-08 14:15:51.635134 InternalColumnArr.h:496: [DOUBLE col UVGJ], min: 15254.594074, max: 15398.260760, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635187 InternalColumnArr.h:458: [INTERGER col WKUZ], min: -1, max: -1, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635191 InternalColumnArr.h:458: [INTERGER col WLYQ], min: -87617, max: -87587, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635199 InternalColumnArr.h:458: [INTERGER col WNHB], min: -22659, max: -12675, diff_cnt: 80
m[INFO] 2023-11-08 14:15:51.635212 InternalColumnArr.h:458: [INTERGER col XCDQ], min: -601007, max: -600765, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635222 InternalColumnArr.h:496: [DOUBLE col XRTP], min: 77371475.964268, max: 77401699.078240, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635233 InternalColumnArr.h:458: [INTERGER col YCTI], min: 1, max: 5, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635242 InternalColumnArr.h:458: [INTERGER col YDXB], min: -7726892, max: -7723869, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635264 InternalColumnArr.h:496: [DOUBLE col ZIKG], min: 9804.800276, max: 9808.899885, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635277 InternalColumnArr.h:458: [INTERGER col ZTGP], min: 55259, max: 55274, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635283 InternalColumnArr.h:458: [INTERGER col ZZBE], min: -24633, max: -14697, diff_cnt: 103
m[INFO] 2023-11-08 14:15:51.635368 InternalColumnArr.h:458: [INTERGER col AOAO], min: -2147483647, max: -2147483645, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635380 InternalColumnArr.h:458: [INTERGER col BBPX], min: 1, max: 9, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635393 InternalColumnArr.h:496: [DOUBLE col BDPO], min: 797839.678478, max: 798141.909849, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635406 InternalColumnArr.h:458: [INTERGER col BTJH], min: 3891467, max: 3892978, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635420 InternalColumnArr.h:458: [INTERGER col BZPV], min: 456085, max: 49752725, diff_cnt: 256
m[INFO] 2023-11-08 14:15:51.635433 InternalColumnArr.h:458: [INTERGER col CSRC], min: 33776, max: 9988752, diff_cnt: 256
m[INFO] 2023-11-08 14:15:51.635439 InternalColumnArr.h:458: [INTERGER col DSKQ], min: -9239, max: -9236, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635504 InternalColumnArr.h:458: [INTERGER col ENVH], min: 31026, max: 1510706, diff_cnt: 255
m[INFO] 2023-11-08 14:15:51.635519 InternalColumnArr.h:458: [INTERGER col EQLU], min: -751533, max: -751231, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635531 InternalColumnArr.h:458: [INTERGER col EXGV], min: -2147483647, max: -2147483645, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635561 InternalColumnArr.h:496: [DOUBLE col FQTH], min: -7705164.457614, max: -7702142.143905, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635593 InternalColumnArr.h:496: [DOUBLE col FWKW], min: 20702.623025, max: 20702.925256, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635755 InternalColumnArr.h:458: [INTERGER col GMNR], min: -399758, max: -399607, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635767 InternalColumnArr.h:458: [INTERGER col GMVS], min: 12448, max: 12448, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635770 InternalColumnArr.h:458: [INTERGER col GONE], min: 5965, max: 5976269, diff_cnt: 255
m[INFO] 2023-11-08 14:15:51.635787 InternalColumnArr.h:458: [INTERGER col HJPZ], min: -17906, max: -12922, diff_cnt: 13
m[INFO] 2023-11-08 14:15:51.635802 InternalColumnArr.h:458: [INTERGER col HRXI], min: 1, max: 9, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635813 InternalColumnArr.h:458: [INTERGER col JCGU], min: -2147483647, max: -2147483645, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635823 InternalColumnArr.h:458: [INTERGER col JDOE], min: -7645, max: -5661, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635841 InternalColumnArr.h:458: [INTERGER col JHET], min: 1, max: 3, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.635850 InternalColumnArr.h:458: [INTERGER col JKZL], min: 624117, max: 624359, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.709458 InternalColumnArr.h:458: [INTERGER col KACE], min: 7730137, max: 7733159, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.709490 InternalColumnArr.h:458: [INTERGER col KFGP], min: -18058, max: -8090, diff_cnt: 91
m[INFO] 2023-11-08 14:15:51.709509 InternalColumnArr.h:458: [INTERGER col KWET], min: 17999, max: 20991, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.709527 InternalColumnArr.h:458: [INTERGER col LFZG], min: 91054, max: 91084, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.709535 InternalColumnArr.h:458: [INTERGER col LIOS], min: -31828, max: -31825, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.709574 InternalColumnArr.h:496: [DOUBLE col LMLK], min: 3768227.457932, max: 3809206.691258, diff_cnt: 2
m[INFO] 2023-11-08 14:15:51.709593 InternalColumnArr.h:496: [DOUBLE col LYLI], min: 128244.435456, max: 128882.419011, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.709608 InternalColumnArr.h:458: [INTERGER col MLBY], min: -61887910, max: -61863732, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.709622 InternalColumnArr.h:458: [INTERGER col MUBC], min: -2147483647, max: -2147483645, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.709631 InternalColumnArr.h:458: [INTERGER col NXCR], min: 3882156, max: 3883667, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.709714 InternalColumnArr.h:458: [INTERGER col OZSM], min: 386797825, max: 386948941, diff_cnt: 12
m[INFO] 2023-11-08 14:15:51.709722 InternalColumnArr.h:458: [INTERGER col PQRQ], min: 61911197, max: 61935375, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.709736 InternalColumnArr.h:496: [DOUBLE col SBXA], min: -72419.133819, max: -72388.910682, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.709767 InternalColumnArr.h:458: [INTERGER col SYMN], min: -38694408, max: -38679297, diff_cnt: 1
m[INFO] 2023-11-08 14:15:51.709780 InternalColumnArr.h:496: [DOUBLE col TEDW], min: 67073365.070979, max: 67483157.404236, diff_cnt: 54
